mascarpone	0
750	2
g	4
	
uova	0
freschissime	6
,	14
circa	14
5	12
medie	13
)	14
260	2
g	4
	
savoiardi	0
al	1
cioccolato	1
250	2
g	4
(	14
in	14
alternativa	14
10	12
g	13
di	13
biscotti	13
)	14
	
zucchero	0
120	2
g	4
	
caffè	0
(	14
della	6
moka	7
,	14
zuccherato	6
a	7
piacere	7
)	14
300	2
g	4
	
cacao	0
amaro	1
in	6
polvere	7
q.b.	2
	
farina	0
00	1
125	2
g	4
(	14
3	12
cucchiai	13
)	14
	
latte	0
intero	2
(	14
fresco	6
)	14
200	2
g	4
	
burro 	0
25	2
g	4
o	14
olio	12
d	13
'	13
oliva	13
10	13
ml	13
	
zucchero	0
15	2
g	4
	
uova	0
(	14
medie	6
)	14
2	4
(	14
150	12
g	13
)	14
)	14
	
lievito	0
in	6
polvere	7
per	6
dolci	7
6	2
g	4
	
sale	0
fino	1
1	2
pizzico	4
	
sciroppo	0
di	1
acero	1
q.b.	2
	
farina	0
manitoba	1
200	2
g	4
	
farina	0
00	1
300	2
g	4
	
acqua	0
a	6
temperatura	7
ambiente	7
300	2
ml	4
	
sale	0
fino	1
10	2
g	4
	
lievito	0
di	1
birra	1
fresco	1
(	14
oppure	14
1,5	12
se	13
secco	13
)	14
4	2
g	4
	
biscotti	0
digestive	1
360	2
g	4
	
burro	0
180	2
g	4
	
sale	0
fino	1
1	2
pizzico	4
	
formaggio	0
fresco	6
spalmabile	6
(	14
a	6
temperatura	7
ambiente	7
)	14
1,25	2
kg	4
	
panna	0
acida	1
(	14
a	6
temperatura	7
ambiente	7
)	14
120	2
g	4
	
zucchero	0
290	2
g	4
	
uova	0
(	14
medie	6
,	14
a	6
temperatura	7
ambiente	7
)	14
4	2
	
amido	0
di	1
mais	1
(	14
maizena	6
)	14
20	2
g	4
	
estratto	0
di	1
vaniglia	1
2	2
cucchiaini	4
	
scorza	8
di	14
limone	0
1	2
	
succo	8
di	14
limone	0
1	2
cucchiaio	4
	
more	0
o	14
altri	14
frutti	12
di	13
bosco	13
100	2
	
mirtilli	0
100	2
g	4
	
lamponi	0
100	2
g	4
	
zucchero	0
50	2
g	4
	
amido	0
di	1
mais	1
(	14
maizena	6
)	14
20	2
g	4
	
acqua	0
q.b.	2
	
frutti	0
di	1
bosco	1
q.b.	2
	
menta	0
q.b.	2
	
spaghetti	0
(	14
oppure	14
farfalle	0
)	14
320	2
	
guanciale	0
150	2
g	4
(	14
pancetta	12
se	14
non	14
presente	14
il	14
guanciale	14
)	14
	
tuorli	8
(	14
di	14
uova	0
medie	6
)	14
6	2
	
pecorino	0
romano	1
50	2
g	4
o	14
grana	12
	
pepe	0
nero	1
q.b.	2
	
cioccolato	0
fondente	1
al	6
70	7
%	7
110	2
g	4
	
burro	0
a	6
temperatura	7
ambiente	7
110	2
g	4
	
uova	0
(	14
2	12
grand	13
)	14
120	2
g	4
	
zucchero	0
40	2
g	4
	
farina	0
00	1
25	2
g	4
	
burro	0
q.b.	2
	
farina	0
00	1
q.b.	2
	
zucchero	0
a	1
velo	1
q.b.	2
	
cioccolato	0
fondente	1
al	6
55	7
%	7
200	2
g	4
	
burro	0
100	2
g	4
	
uova	0
medie	6
4	2
	
zucchero	0
3	2
pizzichi	4
(	14
150	2
g	4
)	14
	
farina	0
00	1
50	2
g	4
	
zucchero	0
a	1
velo	1
q.b.	2
	
spaghetti	0
320	2
g	4
	
pomodori	0
pelati	6
400	2
g	4
o	14
500	12
g	13
di	13
pomodori	13
tagliati	13
	
guanciale	0
(	1
di	1
amatrice	1
)	1
150	2
g	4
	
pecorino	0
romano	1
(	14
dop	6
,	14
da	6
grattugiare	7
)	14
75	2
g	4
	
vino	0
bianco	1
50	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
oppure	14
100	12
g	13
di	13
burro	13
	
sale	0
fino	1
q.b.	2
	
peperoncino	0
fresco	6
1	2
	
latte	0
intero	1
500	2
g	4
	
zucchero	0
130	2
g	4
	
tuorli	0
(	14
circa	12
7	13
)	14
125	2
g	4
	
amido	0
di	1
riso	1
40	2
g	4
	
baccello	0
di	1
vaniglia	1
2	2
	
scorza	8
di	14
limone	0
½	2
	
ceci	0
precotti	6
(	14
peso	14
sgocciolat	14
)	14
500	2
g	4
	
succo	8
di	14
limone	0
90	2
g	4
	
tahina	0
70	2
g	4
	
aglio	0
(	14
facoltativo	14
)	14
1	2
spicchio	4
(	14
10	12
g	13
)	14
	
olio	0
extravergine	1
d	1
'	1
oliva	1
50	2
g	4
	
acqua	0
q.b.	2
	
sale	0
fino	1
q.b.	2
	
paprika	0
dolce	1
q.b.	2
	
prezzemolo	0
q.b.	2
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
semi	0
di	1
sesamo	1
100	2
g	4
	
olio	0
di	1
sesamo	1
30	2
g	4
	
acqua	0
calda	6
q.b.	2
	
sale	0
fino	1
q.b.	2
	
uova	0
(	14
medie	6
)	14
3	2
	
farina	0
00	1
250	2
g	4
	
latte	0
intero	1
500	2
g	4
	
burro	0
40	2
	
burro	0
q.b.	2
	
mele	0
renette	1
(	14
700	12
g	13
pulite	13
)	14
930	2
g	4
	
zuccher	0
200	2
g	4
	
farina	0
00	1
250	2
g	4
	
burro	0
100	2
g	4
	
latte	0
intero	1
(	14
a	6
temperatura	7
ambiente	7
)	14
150	2
g	4
	
uova	0
(	14
a	6
temperatura	7
ambiente	7
)	14
2	2
	
limoni	0
1	2
oppure	14
1	12
arancia	13
	
lievito	0
in	6
polvere	7
per 	6
dolci	7
16	2
g	4
	
cannella	0
in	6
polvere	7
½	2
cucchiaino	4
	
sale	0
fino	1
1	2
pizzico	4
	
zucchero	0
a	1
velo	1
q.b.	2
	
semola	0
di	1
grano	1
duro	1
rimacinata	1
350	2
g	4
	
farina	0
00	1
150	2
g	4
	
spinaci	0
250	2
g	4
	
uova	0
2	2
	
tuorli	0
3	2
	
carne	0
bovina	1
(	14
trita	6
di	7
manzo	7
,	14
macinata	6
grossa	7
e	14
mista	6
)	14
300	2
g	4
	
pancetta	0
150	2
g	4
	
carote	0
50	2
g	4
	
sedano	0
50	2
g	4
	
cipolle	0
dorate	1
50	2
g	4
	
vino	0
rosso	1
100	2
g	4
	
passata	0
di	1
pomodoro	1
300	2
g	4
	
brodo	0
vegetale	1
q.b.	2
	
olio	0
extravergine	1
d	1
'	1
oliva	1
1	2
cucchiaio	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
gelato	0
alla	1
banana	1
70	2
g	4
	
farina	0
00	1
70	2
g	4
	
latte	0
intero	1
1	2
l	4
	
sale	0
fino	1
q.b.	2
	
noce	0
moscata	1
q.b.	2
	
burro	0
q.b.	2
	
parmigiano	0
reggiano	1
dop	1
270	2
g	4
	
spaghetti	0
o	14
altra	6
pasta	7
320	2
g	4
	
pecorino	0
romano	1
stagionatura	6
media	7
,	14
da	6
grattugiare	7
200	2
g	4
	
pepe	0
nero	1
in	6
gran	7
5	2
g	4
	
burro	0
(	14
ammorbidito	6
a	6
temperatura	7
ambiente	7
)	14
125	2
g	4
	
farina	0
00	1
265	2
g	4
	
zucchero	0
135	2
g	4
	
latte	0
intero	1
(	14
a	6
temperatura	7
ambiente	7
)	14
135 	2
g	4
	
uova	0
(	14
circa	12
2	13
 medie	13
,	13
a	13
temperatura	13
ambiente	13
)	14
110	2
g	4
	
gocce	0
di	1
cioccolato	1
fondente	1
100 	2
g	4
	
baccello	0
di	1
vaniglia	1
1	2
	
bicarbonato	0
raso	1
1	2
cucchiaino	4
	
sale	0
fino	1
1	2
pizzico	4
	
lievito	0
in	6
polvere	7
per	6
dolci	7
10	2
g	4
	
farina	0
00	1
200	2
g	4
	
uova	0
(	14
circa	14
2	13
)	14
110	2
g	4
	
melanzane	0
400	2
g	4
	
mozzarella	0
150	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
sale	0
fino	1
q.b.	2
	
passata	0
di	1
pomodoro	1
400	2
g	4
	
cipolle	0
ramate	1
1	2
	
basilico	0
2	2
foglie	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
latte	0
intero	1
300	2
g	4
	
farina	0
00	1
30	2
g	4
	
burro	0
30	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
grana	0
padano	1
dop	1
30	2
g	4
	
pasta	0
sfoglia	1
rettangolare 	6
230	2
g	4
	
mortadella	0
con	1
pistacchi	1
70	2
g	4
	
emmentaler	0
60	2
g	4
	
uova	0
(	14
medio	6
)	14
1	2
	
granella	0
di	1
pistacchi	1
35	2
g	4
	
farina	0
00	1
150	2
g	4
	
zucchero	0
75	2
g	4
	
burro	0
freddo	6
di	7
frigo	7
50	2
g	4
	
uova	0
(	14
circa	12
1	13
medio	13
,	14
freddo	6
di	7
frigo	7
)	14
50	2
g	4
	
cacao	0
amaro	1
in	6
polvere	7
25	2
g	4
	
zucchero	0
100	2
g	4
	
panna	0
fresca	1
liquida	1
a	6
temperatura	7
ambiente	7
50	2
g	4
	
acqua	0
25	2
g	4
	
burro	0
a	6
temperatura	7
ambiente	7
10	2
g	4
	
cioccolato	0
fondente	1
50	2
g	4
	
panna	0
fresca	1
liquida	1
60	2
g	4
	
miele	0
1	2
cucchiaino	4
	
fiocchi	0
di	1
sale	1
q.b.	2
	
salsiccia	0
500	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
rosmarino	0
1	2
rametto	4
	
alloro	0
1	2
foglia	4
	
aglio	0
1	2
spicchio	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
 q.b.	2
	
farina	0
00	1
200	2
g	4
	
farina	0
di	1
nocciole	1
25	2
g	4
	
zucchero	0
di	1
cann	1
130 	2
g	4
	
burro	0
fuso	6
150	2
g	4
	
uova	0
(	14
circa	12
3	13
)	14
a	6
temperatura	7
ambiente	7
165	2
g	4
	
latte	0
intero	1
a	6
temperatura	7
ambiente	7
120	2
g	4
	
granella	0
di	1
nocciole	1
120	2
g	4
	
lievito	0
in	1
polvere	1
per	1
dolci	1
10	2
g	4
	
sale	0
fino	1
1	2
pizzico	4
	
granella	0
di	1
nocciole	1
q.b.	2
	
nocciole	0
q.b.	2
	
salsiccia	0
400	2
g	4
	
pomodori 	0
pelati	6
(	14
varietà	6
pizzutello	7
)	14
550	2
g	4
	
bucatini 	0
320	2
g	4
	
peperoncino	0
fresco	6
½	2
	
scalogno	0
1	2
	
olio	0
extravergine	1
d	1
'	1
oliva	1
20	2
g	4
	
grana	0
padano	1
dop	1
50	2
g	4
	
origano	0
fresco	6
q.b.	2
	
biscotti	0
digestive	1
180	2
g	4
	
burro	0
100	2
g	4
	
yogurt	0
greco	1
650	2
g	4
	
ricotta	0
vaccina	1
650	2
g	4
	
zucchero	0
a	1
velo	1
130	2
g	4
	
panna	0
fresca	1
liquid	1
100	2
g	4
	
gelatina	0
15	2
g	4
	
baccello	0
di	1
vaniglia	1
1	2
	
fragole	0
800	2
g	4
	
lamponi	0
100	2
g	4
	
mirtilli	0
100	2
g	4
	
zucchero	0
a	1
velo	1
150	2
g	4
	
gelatina	0
in	6
fogli	7
15	2
g	4
	
fragole	0
1	2
	
lamponi	0
25	2
g	4
	
mirtilli	0
25	2
g	4
	
ribes	0
100	2
g	4
	
menta	0
1	2
rametto	4
	
pasta	0
fillo	1
240	2
g	4
	
salmone	0
affumicato	6
scozzes	6
100	2
g	4
	
olive	0
nere	1
denocciolate	6
30	2
	
feta	0
70	2
g	4
	
basilico	0
2	2
foglie	4
	
burro	0
per	6
spennellare	7
20	2
g	4
	
burrata	0
200	2
g	4
	
latte	0
intero	1
500	2
g	4
	
zucchero	0
200	2
g	4
	
succo	8
d	14
'	14
arancia	0
50	2
g	4
	
scorza	8
d	14
'	14
arancia	0
1	2
	
tuorli	0
(	14
circa	12
6	13
)	14
90	2
g	4
	
fecola	0
di	1
patate	1
40	2
g	4
	
farin	0
manitoba	1
550	2
g	4
	
latte	0
intero	1
230	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
50	2
g	4
	
zucchero	0
30	2
g	4
	
sale	0
fino	1
10	2
g	4
	
uova	0
(	14
circa	12
1	13
)	14
65	2
g	4
	
lievito	0
di	1
birra	1
secco	6
4	2
g	4
	
spinaci	0
50	2
g	4
	
aglio	0
1	2
spicchio	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
5	2
g	4
	
ricotta	0
50	2
g	4
	
sale	0
fino	1
q.b.	2
	
pomodori	0
secchi	1
sott	6
'	7
olio	7
50	2
g	4
	
ricotta	0
salata	1
40	2
g	4
	
funghi	0
 champignon	1
80	2
g	4
	
caciotta	0
romana	1
50	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
10	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
acciughe	0
(	14
alici	12
)	14
filetti	4
6	2
	
aglio	0
1	2
spicchio	4
	
alloro	0
2	2
foglie	4
	
carote 	0
1	2
	
cipolle	0
1	2
	
sedano	0
1	2
costa	4
	
chiodi	0
di	1
garofano	1
3	2
	
olio	0
extravergine	1
d	1
'	1
oliva	1
4	2
cucchiai	4
	
rosmarino	0
1	2
rametto	4
	
tonno	0
sott	6
'	7
olio	7
200	2
g	4
	
uova	0
sode	1
3	2
	
vino	0
bianco	1
500	2
ml	4
	
brodo	0
vegetale	1
q.b.	2
	
petto	8
di	14
tacchino	0
800	2
g	4
	
capperi	0
sott'	6
'	7
aceto	7
1	2
cucchiaio	4
	
pomodori	0
ramati	1
medi	6
e	14
sodi	6
4	2
	
peperoncino	0
fresco	6
molto	6
 piccanti	7
4	2
	
limon	0
(	14
o	12
lime	13
)	14
il	14
succo	8
e	14
la	14
scorza	8
di	14
1	2
	
cipoll	0
bianche	1
100	2
g	4
	
coriandol	0
15	2
g	4
	
zuccher	0
la	14
punta	14
d	14
1	2
cucchiaino	4
	
sale	0
fino	1
q.b.	2
	
seppie	0
4	2
	
pomodorini	0
ciliegino	1
400	2
g	4
	
pane	0
(	14
mollica	8
)	14
50	2
	
basilico	0
6	2
foglie	4
	
vino	0
bianco	1
50	2
ml	4
	
brodo	0
vegetale	1
80	2
ml	4
	
aglio	0
1	2
spicchio	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
acqua	0
1	2
l	4
	
semolino	0
250	2
g	4
	
ricotta	0
vaccina	1
400	2
g	4
	
uova	0
(	14
circa	12
4	13
medie	13
)	14
220	2
g	4
	
latte	0
intero	1
250	2
g	4
	
strutto	0
50	2
g	4
	
parmigiano	0
reggiano	1
dop	1
30	2
g	4
	
pecorino	0
romano	1
30	2
g	4
	
salame	0
napoletano	1
125	2
g	4
	
scamorza	0
affumicata	1
125	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
filetto	8
di	14
merluzzo	0
500	2
g	4
	
patate	0
500	2
g	4
	
tuorli	0
1	2
	
farina	0
00	1
50	2
g	4
	
farina	0
di	1
mais	1
fioretto	1
70	2
g	4
	
latte	0
intero	1
200	2
ml	4
	
paprika	0
1	2
pizzico	4
	
lievito	0
di	1
birra	1
secco	6
6	2
g	4
	
scalogno	0
1	2
	
menta	0
8	2
foglie	4
	
sale	0
fino	1
q.b.	2
	
brodo	0
vegetale	1
70	2
ml 	4
(	14
circa	12
10	13
cucchiai	13
)	14
	
pisellini	0
300	2
g	4
	
olio	0
extravergine	1
d'	1
'	1
oliva 	1
q.b.	2
(	14
più	12
o	13
meno	13
2	13
cucchiai	13
)	14
	
olio	0
di	1
semi	1
di	1
arachide	1
500	2
g	4
	
farina 	0
di	1
nocciole	1
100	2
g	4
	
farina	0
00	1
250	2
g	4
	
burro	0
(	14
morbido	6
ma	7
ancora	7
plastico	7
)	14
150	2
g	4
	
zucchero	0
muscovado	1
(	14
oppure	14
ucchero	12
normale	13
)	14
90	2
g	4
	
uova	0
(	14
circa	12
1	13
)	14
55	2
g	4
	
latte	0
intero	1
600	2
g	4
	
panna	0
fresca	1
liquida	1
150	2
g	4
.	14
se	14
non	14
disponibile	14
formaggio	12
spalmabile	13
.	14
	
tuorli	8
(	14
di	14
circa	14
6	12
uova	0
medie	6
)	14
120	2
g	4
	
zucchero	0
210	2
g	4
	
fecola	0
di	1
patate	1
60	2
g	4
	
baccello	0
di	1
vaniglia	1
1	2
	
nutella	0
®	1
150	2
g	4
	
tonno	0
600	2
g	4
	
zenzero	0
fresco	6
15	2
g	4
	
scorza	8
d	14
'	14
arancia	0
q.b.	2
	
menta	0
4	2
foglie	4
(	14
in	14
alternativa	14
mentuccia	12
)	14
	
aneto	0
4	2
rametti	4
	
prezzemolo	0
da	6
tritare	7
1	2
cucchiaino	4
	
sale	0
fino	1
q.b.	2
	
olio	0
extravergine	1
d	1
'	1
oliva	1
q.b.	2
	
maionese	0
90	2
g	4
	
senape	0
in	1
grani	1
20	2
g	4
(	14
o 	14
se	14
preferite	14
senape	12
in	13
barattolo	13
)	14
	
miele	0
di	1
acacia	1
3	2
cucchiai	4
	
spaghetti	0
alla	1
chitarra	1
all	1
'	1
uovo	1
320	2
g	4
	
acciughe	0
sott'	6
'	7
olio	7
sgocciolate	6
40	2
g	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
25	2
g	4
	
peperoni 	0
rossi	1
(	14
ià	6
puliti	7
)	14
125	2
 g	4
	
peperoni	0
gialli	1
(	14
già	6
puliti	7
)	14
125	2
g	4
	
mandorle	0
in	6
scaglie	7
15	2
g	4
	
aglio	0
½	2
spicchio	4
	
aglio	0
mezzo	2
spicchio	4
	
basilico	0
25	2
g	4
	
parmigiano	0
reggiano	1
dop	1
grattugiato	6
35	2
g	4
	
pecorino	0
grattugiato	6
15	2
g	4
	
sale	0
grosso	1
1	2
pizzico	4
	
olio	0
extravergine 	1
d	1
'	1
'oliva	1
50	2
g	4
	
pinoli	0
4	2
g	4
	
mandorle	0
4	2
g	4
	
tranci	6
di 	14
salmone	0
400	2
g	4
	
uova	0
2	2
	
farina	0
di	1
riso	1
100	2
g	4
	
panko	0
100	2
g	4
	
scorza	8
di	14
limone	0
q.b.	2
	
olio	0
di	1
semi	1
per	6
friggere	7
q.b.	2
	
funghi	0
champignon	1
150	2
g	4
	
cipollotto	0
fresco	6
70	2
g	4
	
panna	0
fresca	1
liquida	1
100	2
g	4
	
aglio	0
1	2
spicchio	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
1	2
cucchiaio	4
	
finocchietto	0
selvatico	1
q.b.	2
	
maggiorana	0
q.b.	2
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
pesce	0
spada	1
(	14
2	12
fette	13
)	14
400	2
g	4
	
limoni	0
1	2
	
maggiorana	0
3	2
rametti	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
30	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
pomodorini	0
datterini	1
250	2
g	4
	
salsa	0
worcestershire	1
(	14
o	14
ketchup	12
)	14
20	2
ml	4
	
aglio	0
1	2
spicchio	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
15	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
spinaci	0
200	2
g	4
	
patate	0
350	2
g	4
	
farina	0
00	1
150	2
g	4
	
sale	0
fino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
zucca	0
gialla	1
175	2
g	4
	
patate	0
175	2
g	4
	
farina	0
00 	1
90	2
g	4
	
uova	0
1	2
	
sale	0
fino	1
q.b.	2
	
yogurt	0
greco	1
2	6
%	7
di	7
grassi	7
500	2
g	4
	
grana	0
padano	1
dop	1
(	14
da	6
grattugiare	7
)	14
20	2
g	4
	
sale	0
ino	1
q.b.	2
	
pepe	0
nero	1
q.b.	2
	
noce	0
moscata	1
(	14
da	6
grattugiare	7
)	14
q.b.	2
	
grana	0
padano	1
dop	1
(	14
da	6
grattugiare	7
)	14
q.b.	2
	
salvia	0
q.b.	2
	
farina	0
di	1
mais	1
senza	12
glutine	13
80	2
g	4
	
farina	0
di	1
riso	1
senza	6
glutine	7
80	2
g	4
	
burro	0
freddo	6
45	2
g	4
	
grana	0
padano	1
dop	1
da	6
grattugiare	7
25	2
g	4
	
uova	0
1	2
	
olive	0
taggiasche	1
40	2
g	4
	
rosmarino	0
1	2
rametto	4
	
sale	0
fino	1
q.b.	2
	
farina	0
di	1
mais	1
senza	6
glutine	7
q.b.	2
	
baccalà	0
dissalato	6
1	2
filetto	4
	
farina	0
00	1
fredda	6
300	2
g	4
	
birra	0
ghiacciata	6
300	2
g	4
	
paprika	0
dolce	1
1	2
cucchiaino	4
	
sale	0
fino	1
½	2
cucchiaino	4
	
pepe	0
nero	1
q.b.	2
	
maionese	0
50	2
g	4
	
ketchup	0
30	2
g	4
	
senape	0
1	2
cucchiaino	4
	
cetriolini	0
sottaceto	6
2	2
	
tabasco	0
®	1
q.b.	2
	
pomodori	0
ramati	1
400	2
g	4
	
zucchine	0
bianche	1
lunghe	6
1	2
kg	4
	
patate	0
1	2
kg	4
	
cipolle	0
rosse	1
di	1
tropea	1
400	2
g	4
	
basilico	0
16	2
foglie	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
6	2
cucchiai	4
	
sale	0
fino	1
q.b.	2
	
sedano	0
200	2
g	4
	
aglio	0
1	2
spicchio	4
	
pepe	0
nero	1
 q.b.	2
	
acqua	0
500	2
ml	4
	
mele	0
500	2
g	4
	
cannella	0
in	6
polvere	7
mezzo	4
cucchiaino	5
	
burro	0
30	2
g	4
	
zucchero	0
20	2
g	4
oppure	14
panna	12
20	13
g	13
	
moscato	0
50	2
ml	4
	
pane	0
raffermo	6
(	14
o	14
3	12
grissini	13
)	14
12	2
fette	4
	
uova	0
medie	6
2	2
	
latte	0
intero	1
50	2
ml	4
	
zucchero	0
20	2
g	4
	
estratto	0
di	1
vaniglia	1
1	2
cucchiaino	4
	
tuorli	0
4	2
	
zucchero	0
80	2
g	4
	
moscato	0
4	2
cucchiai	4
	
cannella	0
in	6
polvere	7
1	2
pizzico	4
	
burro	0
q.b.	2
	
riso	0
per	6
sushi	7
300	2
g	4
	
acqua	0
360	2
ml	4
	
aceto	0
di	1
riso	1
90	2
ml	4
	
alga	0
kombu	1
1	2
,	14
in	14
alternativa	14
altre	12
spezie	13
	
sale	0
fino	1
3	2
g	4
	
zucchero	0
36	2
g	4
	
filetto	8
di	14
salmone	0
norvegese	1
400 	2
g	4
	
alga	0
nori	1
2	2
fogli	4
	
avocado	0
250	2
g	4
.	14
se	14
non	14
disponibile	14
3	12
fette	13
di	13
pesca	13
.	14
	
sale	0
fino	1
1	2
pizzico	4
	
pepe	0
nero	1
1	2
pizzico	4
	
zenzero	0
fresc	6
2	2
g	4
	
erba	0
cipollina	1
2	2
fili	4
	
semi	0
di	1
sesamo	1
q.b.	2
	
semi	0
di	1
sesamo	1
nero	1
q.b.	2
	
tranci	6
di	14
salmone	0
(	14
4	12
tranci	13
)	14
800	2
g	4
	
zucchine	0
piccole	6
2	2
	
patate	0
piccole	6
2	2
	
timo	0
2	2
rametti	4
	
olio	0
extravergine	1
d	1
'	1
oliva	1
30	2
g	4
	
sale	0
fino	1
1	2
pizzico	4
	
pepe	0
nero	1
1	2
izzico	4
	
burro	0
10	2
g	4
	
pangrattato	0
20	2
g	4
	
zucchine	0
200	2
g	4
	
carote	0
baby	6
12	2
	
fagiolini	0
280	2
g	4
	
acqua	0
500	2
ml	4
	
ginepro	0
3	2
bacche	4
	
cannella	0
in	6
tecche	7
1	2
	
scorza	8
di	14
limone	0
(	14
non	6
trattata	7
)	14
1	2
	
timo	0
2	2
rametti	4
	
sale	0
 fino	1
1	2
pizzico	4
	
porri	0
1	2
foglia	4
	
farina	0
00	1
250	2
g	4
	
burro	0
morbido	6
120	2
g	4
	
lievito	0
in	6
polvere	7
per	6
dolci	7
8	2
g	4
	
zucchero	0
120	2
g	4
	
uova	0
(	14
circa	12
2	13
)	14
120	2
g	4
	
latte	0
intero	1
250	2
g	4
	
zucchero	0
75	2
g	4
	
amido	0
di	1
mais	1
(	14
maizena	6
)	14
23	2
g	4
	
estratto	0
di	1
vaniglia	1
1	2
cucchiaino	4
	
tuorli	0
(	14
circa	12
3	13
)	14
45	2
g	4
	
panna	0
fresca	1
liquida	1
300	2
	
zucchero	0
a	1
velo 	1
50	2
g	4
	
fragole	0
300	2
g	4
	
baccello	0
di	1
vaniglia	1
1	2
	
meringhe	0
q.b.	2
	
fegato	8
di	14
vitello	0
150	2
g	4
	
pane	0
raffermo	6
120	2
g	4
o	14
200 	12
g	13
di	13
cracker	13
	
uova	0
1	2
	
cipolle	0
½	2
	
lardo	0
50	2
g	4
	
